schema_version,run_id,agent_id,agent_version,request_index,marker_index,marker_name,source_type,is_counted,path,chars,tokens,preview
hibench.benchmark.v1,grok-cli-0.2.9-hi,grok-cli,0.2.9,1,9,subagent_9,text_mention,False,tools.13.function.parameters.properties.persistent.description,85,19,Run for the lifetime of the session (no timeout). Stop with kill_command_or_subagent.
hibench.benchmark.v1,grok-cli-0.2.9-hi,grok-cli,0.2.9,1,10,subagent_10,text_mention,False,tools.17.function.description,3031,648,Use this tool when a task has genuine ambiguity about the right approach and getting user input before coding would prev
hibench.benchmark.v1,hermes-0.13.0-hi,hermes,0.13.0,2,1,subagent_1,text_mention,False,tools.11.function.description,3103,661,"Spawn one or more subagents to work on tasks in isolated contexts. Each subagent gets its own conversation, terminal ses"
hibench.benchmark.v1,hermes-0.13.0-hi,hermes,0.13.0,2,2,subagent_2,text_mention,False,tools.11.function.parameters.properties.goal.description,130,23,What the subagent should accomplish. Be specific and self-contained -- the subagent knows nothing about your conversatio
hibench.benchmark.v1,hermes-0.13.0-hi,hermes,0.13.0,2,3,subagent_3,text_mention,False,tools.11.function.parameters.properties.context.description,163,31,"Background information the subagent needs: file paths, error messages, project structure, constraints. The more specific"
hibench.benchmark.v1,hermes-0.13.0-hi,hermes,0.13.0,2,4,subagent_4,text_mention,False,tools.11.function.parameters.properties.toolsets.description,526,143,"Toolsets to enable for this subagent. Default: inherits your enabled toolsets. Available toolsets: 'browser', 'computer_"
hibench.benchmark.v1,hermes-0.13.0-hi,hermes,0.13.0,2,5,subagent_5,text_mention,False,tools.11.function.parameters.properties.tasks.description,236,50,"Batch mode: tasks to run in parallel (up to 3 for this user, set via delegation.max_concurrent_children). Each gets its "
hibench.benchmark.v1,hermes-0.13.0-hi,hermes,0.13.0,2,6,subagent_6,text_mention,False,tools.11.function.parameters.properties.acp_command.description,492,101,"Override ACP command for child agents (e.g. 'copilot'). When set, children use ACP subprocess transport instead of inher"
hibench.benchmark.v1,hermes-0.14.0-hi,hermes,0.14.0,2,1,subagent_1,text_mention,False,tools.11.function.description,3103,661,"Spawn one or more subagents to work on tasks in isolated contexts. Each subagent gets its own conversation, terminal ses"
hibench.benchmark.v1,hermes-0.14.0-hi,hermes,0.14.0,2,2,subagent_2,text_mention,False,tools.11.function.parameters.properties.goal.description,130,23,What the subagent should accomplish. Be specific and self-contained -- the subagent knows nothing about your conversatio
hibench.benchmark.v1,hermes-0.14.0-hi,hermes,0.14.0,2,3,subagent_3,text_mention,False,tools.11.function.parameters.properties.context.description,163,31,"Background information the subagent needs: file paths, error messages, project structure, constraints. The more specific"
hibench.benchmark.v1,hermes-0.14.0-hi,hermes,0.14.0,2,4,subagent_4,text_mention,False,tools.11.function.parameters.properties.toolsets.description,538,147,"Toolsets to enable for this subagent. Default: inherits your enabled toolsets. Available toolsets: 'browser', 'computer_"
hibench.benchmark.v1,hermes-0.14.0-hi,hermes,0.14.0,2,5,subagent_5,text_mention,False,tools.11.function.parameters.properties.tasks.description,236,50,"Batch mode: tasks to run in parallel (up to 3 for this user, set via delegation.max_concurrent_children). Each gets its "
hibench.benchmark.v1,hermes-0.14.0-hi,hermes,0.14.0,2,6,subagent_6,text_mention,False,tools.11.function.parameters.properties.acp_command.description,492,101,"Override ACP command for child agents (e.g. 'copilot'). When set, children use ACP subprocess transport instead of inher"
hibench.benchmark.v1,hermes-0.15.0-hi,hermes,0.15.0,2,1,subagent_1,text_mention,False,tools.11.function.description,3103,661,"Spawn one or more subagents to work on tasks in isolated contexts. Each subagent gets its own conversation, terminal ses"
hibench.benchmark.v1,hermes-0.15.0-hi,hermes,0.15.0,2,2,subagent_2,text_mention,False,tools.11.function.parameters.properties.goal.description,130,23,What the subagent should accomplish. Be specific and self-contained -- the subagent knows nothing about your conversatio
hibench.benchmark.v1,hermes-0.15.0-hi,hermes,0.15.0,2,3,subagent_3,text_mention,False,tools.11.function.parameters.properties.context.description,163,31,"Background information the subagent needs: file paths, error messages, project structure, constraints. The more specific"
hibench.benchmark.v1,hermes-0.15.0-hi,hermes,0.15.0,2,4,subagent_4,text_mention,False,tools.11.function.parameters.properties.toolsets.description,538,147,"Toolsets to enable for this subagent. Default: inherits your enabled toolsets. Available toolsets: 'browser', 'computer_"
hibench.benchmark.v1,hermes-0.15.0-hi,hermes,0.15.0,2,5,subagent_5,text_mention,False,tools.11.function.parameters.properties.tasks.description,236,50,"Batch mode: tasks to run in parallel (up to 3 for this user, set via delegation.max_concurrent_children). Each gets its "
hibench.benchmark.v1,hermes-0.15.0-hi,hermes,0.15.0,2,6,subagent_6,text_mention,False,tools.11.function.parameters.properties.acp_command.description,492,101,"Override ACP command for child agents (e.g. 'copilot'). When set, children use ACP subprocess transport instead of inher"
hibench.benchmark.v1,hermes-0.15.1-hi,hermes,0.15.1,2,1,subagent_1,text_mention,False,tools.11.function.description,3103,661,"Spawn one or more subagents to work on tasks in isolated contexts. Each subagent gets its own conversation, terminal ses"
hibench.benchmark.v1,hermes-0.15.1-hi,hermes,0.15.1,2,2,subagent_2,text_mention,False,tools.11.function.parameters.properties.goal.description,130,23,What the subagent should accomplish. Be specific and self-contained -- the subagent knows nothing about your conversatio
hibench.benchmark.v1,hermes-0.15.1-hi,hermes,0.15.1,2,3,subagent_3,text_mention,False,tools.11.function.parameters.properties.context.description,163,31,"Background information the subagent needs: file paths, error messages, project structure, constraints. The more specific"
hibench.benchmark.v1,hermes-0.15.1-hi,hermes,0.15.1,2,4,subagent_4,text_mention,False,tools.11.function.parameters.properties.toolsets.description,538,147,"Toolsets to enable for this subagent. Default: inherits your enabled toolsets. Available toolsets: 'browser', 'computer_"
hibench.benchmark.v1,hermes-0.15.1-hi,hermes,0.15.1,2,5,subagent_5,text_mention,False,tools.11.function.parameters.properties.tasks.description,236,50,"Batch mode: tasks to run in parallel (up to 3 for this user, set via delegation.max_concurrent_children). Each gets its "
hibench.benchmark.v1,hermes-0.15.1-hi,hermes,0.15.1,2,6,subagent_6,text_mention,False,tools.11.function.parameters.properties.acp_command.description,492,101,"Override ACP command for child agents (e.g. 'copilot'). When set, children use ACP subprocess transport instead of inher"
hibench.benchmark.v1,hermes-0.15.2-hi,hermes,0.15.2,2,1,subagent_1,text_mention,False,tools.11.function.description,3103,661,"Spawn one or more subagents to work on tasks in isolated contexts. Each subagent gets its own conversation, terminal ses"
hibench.benchmark.v1,hermes-0.15.2-hi,hermes,0.15.2,2,2,subagent_2,text_mention,False,tools.11.function.parameters.properties.goal.description,130,23,What the subagent should accomplish. Be specific and self-contained -- the subagent knows nothing about your conversatio
hibench.benchmark.v1,hermes-0.15.2-hi,hermes,0.15.2,2,3,subagent_3,text_mention,False,tools.11.function.parameters.properties.context.description,163,31,"Background information the subagent needs: file paths, error messages, project structure, constraints. The more specific"
hibench.benchmark.v1,hermes-0.15.2-hi,hermes,0.15.2,2,4,subagent_4,text_mention,False,tools.11.function.parameters.properties.toolsets.description,538,147,"Toolsets to enable for this subagent. Default: inherits your enabled toolsets. Available toolsets: 'browser', 'computer_"
hibench.benchmark.v1,hermes-0.15.2-hi,hermes,0.15.2,2,5,subagent_5,text_mention,False,tools.11.function.parameters.properties.tasks.description,236,50,"Batch mode: tasks to run in parallel (up to 3 for this user, set via delegation.max_concurrent_children). Each gets its "
hibench.benchmark.v1,hermes-0.15.2-hi,hermes,0.15.2,2,6,subagent_6,text_mention,False,tools.11.function.parameters.properties.acp_command.description,492,101,"Override ACP command for child agents (e.g. 'copilot'). When set, children use ACP subprocess transport instead of inher"
hibench.benchmark.v1,hermes-0.16.0-hi,hermes,0.16.0,2,1,subagent_1,text_mention,False,tools.11.function.description,3103,661,"Spawn one or more subagents to work on tasks in isolated contexts. Each subagent gets its own conversation, terminal ses"
hibench.benchmark.v1,hermes-0.16.0-hi,hermes,0.16.0,2,2,subagent_2,text_mention,False,tools.11.function.parameters.properties.goal.description,130,23,What the subagent should accomplish. Be specific and self-contained -- the subagent knows nothing about your conversatio
hibench.benchmark.v1,hermes-0.16.0-hi,hermes,0.16.0,2,3,subagent_3,text_mention,False,tools.11.function.parameters.properties.context.description,163,31,"Background information the subagent needs: file paths, error messages, project structure, constraints. The more specific"
hibench.benchmark.v1,hermes-0.16.0-hi,hermes,0.16.0,2,4,subagent_4,text_mention,False,tools.11.function.parameters.properties.toolsets.description,538,147,"Toolsets to enable for this subagent. Default: inherits your enabled toolsets. Available toolsets: 'browser', 'computer_"
hibench.benchmark.v1,hermes-0.16.0-hi,hermes,0.16.0,2,5,subagent_5,text_mention,False,tools.11.function.parameters.properties.tasks.description,236,50,"Batch mode: tasks to run in parallel (up to 3 for this user, set via delegation.max_concurrent_children). Each gets its "
hibench.benchmark.v1,hermes-0.16.0-hi,hermes,0.16.0,2,6,subagent_6,text_mention,False,tools.11.function.parameters.properties.acp_command.description,492,101,"Override ACP command for child agents (e.g. 'copilot'). When set, children use ACP subprocess transport instead of inher"
hibench.benchmark.v1,hermes-0.17.0-hi,hermes,0.17.0,2,1,subagent_1,text_mention,False,tools.11.function.description,3103,661,"Spawn one or more subagents to work on tasks in isolated contexts. Each subagent gets its own conversation, terminal ses"
hibench.benchmark.v1,hermes-0.17.0-hi,hermes,0.17.0,2,2,subagent_2,text_mention,False,tools.11.function.parameters.properties.goal.description,130,23,What the subagent should accomplish. Be specific and self-contained -- the subagent knows nothing about your conversatio
hibench.benchmark.v1,hermes-0.17.0-hi,hermes,0.17.0,2,3,subagent_3,text_mention,False,tools.11.function.parameters.properties.context.description,163,31,"Background information the subagent needs: file paths, error messages, project structure, constraints. The more specific"
hibench.benchmark.v1,hermes-0.17.0-hi,hermes,0.17.0,2,4,subagent_4,text_mention,False,tools.11.function.parameters.properties.toolsets.description,548,150,"Toolsets to enable for this subagent. Default: inherits your enabled toolsets. Available toolsets: 'browser', 'coding',"
hibench.benchmark.v1,hermes-0.17.0-hi,hermes,0.17.0,2,5,subagent_5,text_mention,False,tools.11.function.parameters.properties.tasks.description,236,50,"Batch mode: tasks to run in parallel (up to 3 for this user, set via delegation.max_concurrent_children). Each gets its"
hibench.benchmark.v1,hermes-0.17.0-hi,hermes,0.17.0,2,6,subagent_6,text_mention,False,tools.11.function.parameters.properties.background.description,717,143,"Run the subagent asynchronously in the BACKGROUND instead of blocking this turn. When true, delegate_task returns immedi"
hibench.benchmark.v1,hermes-0.17.0-hi,hermes,0.17.0,2,7,subagent_7,text_mention,False,tools.11.function.parameters.properties.acp_command.description,492,101,"Override ACP command for child agents (e.g. 'copilot'). When set, children use ACP subprocess transport instead of inher"
hibench.benchmark.v1,kilo-7.0.46-hi,kilo,7.0.46,1,1,general,declaration,True,tools.5.function.description.subagent.0,160,28,- general: General-purpose agent for researching complex questions and executing multi-step tasks. Use this agent to exe
hibench.benchmark.v1,kilo-7.0.46-hi,kilo,7.0.46,1,2,explore,declaration,True,tools.5.function.description.subagent.1,495,101,- explore: Fast agent specialized for exploring codebases. Use this when you need to quickly find files by patterns (eg.
hibench.benchmark.v1,kilo-7.0.46-hi,kilo,7.0.46,1,3,subagent_3,text_mention,False,tools.5.function.parameters.properties.task_id.description,187,40,This should only be set if you mean to resume a previous task (you can pass a prior task_id and the task will continue t
hibench.benchmark.v1,kilo-7.0.46-hi,kilo,7.0.46,1,4,subagent_4,text_mention,False,tools.5.function.parameters.required.2,13,3,subagent_type
hibench.benchmark.v1,kilo-7.0.47-hi,kilo,7.0.47,1,1,general,declaration,True,tools.5.function.description.subagent.0,160,28,- general: General-purpose agent for researching complex questions and executing multi-step tasks. Use this agent to exe
hibench.benchmark.v1,kilo-7.0.47-hi,kilo,7.0.47,1,2,explore,declaration,True,tools.5.function.description.subagent.1,495,101,- explore: Fast agent specialized for exploring codebases. Use this when you need to quickly find files by patterns (eg.
hibench.benchmark.v1,kilo-7.0.47-hi,kilo,7.0.47,1,3,subagent_3,text_mention,False,tools.5.function.parameters.properties.task_id.description,187,40,This should only be set if you mean to resume a previous task (you can pass a prior task_id and the task will continue t
hibench.benchmark.v1,kilo-7.0.47-hi,kilo,7.0.47,1,4,subagent_4,text_mention,False,tools.5.function.parameters.required.2,13,3,subagent_type
hibench.benchmark.v1,kilo-7.0.48-hi,kilo,7.0.48,1,1,general,declaration,True,tools.5.function.description.subagent.0,160,28,- general: General-purpose agent for researching complex questions and executing multi-step tasks. Use this agent to exe
hibench.benchmark.v1,kilo-7.0.48-hi,kilo,7.0.48,1,2,explore,declaration,True,tools.5.function.description.subagent.1,495,101,- explore: Fast agent specialized for exploring codebases. Use this when you need to quickly find files by patterns (eg.
hibench.benchmark.v1,kilo-7.0.48-hi,kilo,7.0.48,1,3,subagent_3,text_mention,False,tools.5.function.parameters.properties.task_id.description,187,40,This should only be set if you mean to resume a previous task (you can pass a prior task_id and the task will continue t
hibench.benchmark.v1,kilo-7.0.48-hi,kilo,7.0.48,1,4,subagent_4,text_mention,False,tools.5.function.parameters.required.2,13,3,subagent_type
hibench.benchmark.v1,kilo-7.0.49-hi,kilo,7.0.49,1,1,general,declaration,True,tools.5.function.description.subagent.0,160,28,- general: General-purpose agent for researching complex questions and executing multi-step tasks. Use this agent to exe
hibench.benchmark.v1,kilo-7.0.49-hi,kilo,7.0.49,1,2,explore,declaration,True,tools.5.function.description.subagent.1,495,101,- explore: Fast agent specialized for exploring codebases. Use this when you need to quickly find files by patterns (eg.
hibench.benchmark.v1,kilo-7.0.49-hi,kilo,7.0.49,1,3,subagent_3,text_mention,False,tools.5.function.parameters.properties.task_id.description,187,40,This should only be set if you mean to resume a previous task (you can pass a prior task_id and the task will continue t
hibench.benchmark.v1,kilo-7.0.49-hi,kilo,7.0.49,1,4,subagent_4,text_mention,False,tools.5.function.parameters.required.2,13,3,subagent_type
hibench.benchmark.v1,kilo-7.0.50-hi,kilo,7.0.50,1,1,general,declaration,True,tools.5.function.description.subagent.0,160,28,- general: General-purpose agent for researching complex questions and executing multi-step tasks. Use this agent to exe
hibench.benchmark.v1,kilo-7.0.50-hi,kilo,7.0.50,1,2,explore,declaration,True,tools.5.function.description.subagent.1,495,101,- explore: Fast agent specialized for exploring codebases. Use this when you need to quickly find files by patterns (eg.
hibench.benchmark.v1,kilo-7.0.50-hi,kilo,7.0.50,1,3,subagent_3,text_mention,False,tools.5.function.parameters.properties.task_id.description,187,40,This should only be set if you mean to resume a previous task (you can pass a prior task_id and the task will continue t
hibench.benchmark.v1,kilo-7.0.50-hi,kilo,7.0.50,1,4,subagent_4,text_mention,False,tools.5.function.parameters.required.2,13,3,subagent_type
hibench.benchmark.v1,kilo-7.0.51-hi,kilo,7.0.51,1,1,general,declaration,True,tools.5.function.description.subagent.0,160,28,- general: General-purpose agent for researching complex questions and executing multi-step tasks. Use this agent to exe
hibench.benchmark.v1,kilo-7.0.51-hi,kilo,7.0.51,1,2,explore,declaration,True,tools.5.function.description.subagent.1,495,101,- explore: Fast agent specialized for exploring codebases. Use this when you need to quickly find files by patterns (eg.
hibench.benchmark.v1,kilo-7.0.51-hi,kilo,7.0.51,1,3,subagent_3,text_mention,False,tools.5.function.parameters.properties.task_id.description,187,40,This should only be set if you mean to resume a previous task (you can pass a prior task_id and the task will continue t
hibench.benchmark.v1,kilo-7.0.51-hi,kilo,7.0.51,1,4,subagent_4,text_mention,False,tools.5.function.parameters.required.2,13,3,subagent_type
hibench.benchmark.v1,kilo-7.1.0-hi,kilo,7.1.0,1,1,general,declaration,True,tools.5.function.description.subagent.0,160,28,- general: General-purpose agent for researching complex questions and executing multi-step tasks. Use this agent to exe
hibench.benchmark.v1,kilo-7.1.0-hi,kilo,7.1.0,1,2,explore,declaration,True,tools.5.function.description.subagent.1,495,101,- explore: Fast agent specialized for exploring codebases. Use this when you need to quickly find files by patterns (eg.
hibench.benchmark.v1,kilo-7.1.0-hi,kilo,7.1.0,1,3,subagent_3,text_mention,False,tools.5.function.parameters.properties.task_id.description,187,40,This should only be set if you mean to resume a previous task (you can pass a prior task_id and the task will continue t
hibench.benchmark.v1,kilo-7.1.0-hi,kilo,7.1.0,1,4,subagent_4,text_mention,False,tools.5.function.parameters.required.2,13,3,subagent_type
hibench.benchmark.v1,kilo-7.1.1-hi,kilo,7.1.1,1,1,general,declaration,True,tools.5.function.description.subagent.0,160,28,- general: General-purpose agent for researching complex questions and executing multi-step tasks. Use this agent to exe
hibench.benchmark.v1,kilo-7.1.1-hi,kilo,7.1.1,1,2,explore,declaration,True,tools.5.function.description.subagent.1,495,101,- explore: Fast agent specialized for exploring codebases. Use this when you need to quickly find files by patterns (eg.
hibench.benchmark.v1,kilo-7.1.1-hi,kilo,7.1.1,1,3,subagent_3,text_mention,False,tools.5.function.parameters.properties.task_id.description,187,40,This should only be set if you mean to resume a previous task (you can pass a prior task_id and the task will continue t
hibench.benchmark.v1,kilo-7.1.1-hi,kilo,7.1.1,1,4,subagent_4,text_mention,False,tools.5.function.parameters.required.2,13,3,subagent_type
hibench.benchmark.v1,kilo-7.1.10-hi,kilo,7.1.10,1,1,general,declaration,True,tools.5.function.description.subagent.0,160,28,- general: General-purpose agent for researching complex questions and executing multi-step tasks. Use this agent to exe
hibench.benchmark.v1,kilo-7.1.10-hi,kilo,7.1.10,1,2,explore,declaration,True,tools.5.function.description.subagent.1,495,101,- explore: Fast agent specialized for exploring codebases. Use this when you need to quickly find files by patterns (eg.
hibench.benchmark.v1,kilo-7.1.10-hi,kilo,7.1.10,1,3,subagent_3,text_mention,False,tools.5.function.parameters.properties.task_id.description,187,40,This should only be set if you mean to resume a previous task (you can pass a prior task_id and the task will continue t
hibench.benchmark.v1,kilo-7.1.10-hi,kilo,7.1.10,1,4,subagent_4,text_mention,False,tools.5.function.parameters.required.2,13,3,subagent_type
hibench.benchmark.v1,kilo-7.1.11-hi,kilo,7.1.11,1,1,general,declaration,True,tools.5.function.description.subagent.0,160,28,- general: General-purpose agent for researching complex questions and executing multi-step tasks. Use this agent to exe
hibench.benchmark.v1,kilo-7.1.11-hi,kilo,7.1.11,1,2,explore,declaration,True,tools.5.function.description.subagent.1,495,101,- explore: Fast agent specialized for exploring codebases. Use this when you need to quickly find files by patterns (eg.
hibench.benchmark.v1,kilo-7.1.11-hi,kilo,7.1.11,1,3,subagent_3,text_mention,False,tools.5.function.parameters.properties.task_id.description,187,40,This should only be set if you mean to resume a previous task (you can pass a prior task_id and the task will continue t
hibench.benchmark.v1,kilo-7.1.11-hi,kilo,7.1.11,1,4,subagent_4,text_mention,False,tools.5.function.parameters.required.2,13,3,subagent_type
hibench.benchmark.v1,kilo-7.1.12-hi,kilo,7.1.12,1,1,general,declaration,True,tools.5.function.description.subagent.0,160,28,- general: General-purpose agent for researching complex questions and executing multi-step tasks. Use this agent to exe
hibench.benchmark.v1,kilo-7.1.12-hi,kilo,7.1.12,1,2,explore,declaration,True,tools.5.function.description.subagent.1,495,101,- explore: Fast agent specialized for exploring codebases. Use this when you need to quickly find files by patterns (eg.
hibench.benchmark.v1,kilo-7.1.12-hi,kilo,7.1.12,1,3,subagent_3,text_mention,False,tools.5.function.parameters.properties.task_id.description,187,40,This should only be set if you mean to resume a previous task (you can pass a prior task_id and the task will continue t
hibench.benchmark.v1,kilo-7.1.12-hi,kilo,7.1.12,1,4,subagent_4,text_mention,False,tools.5.function.parameters.required.2,13,3,subagent_type
hibench.benchmark.v1,kilo-7.1.13-hi,kilo,7.1.13,1,1,general,declaration,True,tools.5.function.description.subagent.0,160,28,- general: General-purpose agent for researching complex questions and executing multi-step tasks. Use this agent to exe
hibench.benchmark.v1,kilo-7.1.13-hi,kilo,7.1.13,1,2,explore,declaration,True,tools.5.function.description.subagent.1,495,101,- explore: Fast agent specialized for exploring codebases. Use this when you need to quickly find files by patterns (eg.
hibench.benchmark.v1,kilo-7.1.13-hi,kilo,7.1.13,1,3,subagent_3,text_mention,False,tools.5.function.parameters.properties.task_id.description,187,40,This should only be set if you mean to resume a previous task (you can pass a prior task_id and the task will continue t
hibench.benchmark.v1,kilo-7.1.13-hi,kilo,7.1.13,1,4,subagent_4,text_mention,False,tools.5.function.parameters.required.2,13,3,subagent_type
hibench.benchmark.v1,kilo-7.1.14-hi,kilo,7.1.14,1,1,general,declaration,True,tools.5.function.description.subagent.0,160,28,- general: General-purpose agent for researching complex questions and executing multi-step tasks. Use this agent to exe
hibench.benchmark.v1,kilo-7.1.14-hi,kilo,7.1.14,1,2,explore,declaration,True,tools.5.function.description.subagent.1,495,101,- explore: Fast agent specialized for exploring codebases. Use this when you need to quickly find files by patterns (eg.
hibench.benchmark.v1,kilo-7.1.14-hi,kilo,7.1.14,1,3,subagent_3,text_mention,False,tools.5.function.parameters.properties.task_id.description,187,40,This should only be set if you mean to resume a previous task (you can pass a prior task_id and the task will continue t
hibench.benchmark.v1,kilo-7.1.14-hi,kilo,7.1.14,1,4,subagent_4,text_mention,False,tools.5.function.parameters.required.2,13,3,subagent_type
hibench.benchmark.v1,kilo-7.1.15-hi,kilo,7.1.15,1,1,general,declaration,True,tools.5.function.description.subagent.0,160,28,- general: General-purpose agent for researching complex questions and executing multi-step tasks. Use this agent to exe
hibench.benchmark.v1,kilo-7.1.15-hi,kilo,7.1.15,1,2,explore,declaration,True,tools.5.function.description.subagent.1,495,101,- explore: Fast agent specialized for exploring codebases. Use this when you need to quickly find files by patterns (eg.
hibench.benchmark.v1,kilo-7.1.15-hi,kilo,7.1.15,1,3,subagent_3,text_mention,False,tools.5.function.parameters.properties.task_id.description,187,40,This should only be set if you mean to resume a previous task (you can pass a prior task_id and the task will continue t
hibench.benchmark.v1,kilo-7.1.15-hi,kilo,7.1.15,1,4,subagent_4,text_mention,False,tools.5.function.parameters.required.2,13,3,subagent_type
hibench.benchmark.v1,kilo-7.1.16-hi,kilo,7.1.16,1,1,general,declaration,True,tools.5.function.description.subagent.0,160,28,- general: General-purpose agent for researching complex questions and executing multi-step tasks. Use this agent to exe
hibench.benchmark.v1,kilo-7.1.16-hi,kilo,7.1.16,1,2,explore,declaration,True,tools.5.function.description.subagent.1,495,101,- explore: Fast agent specialized for exploring codebases. Use this when you need to quickly find files by patterns (eg.
hibench.benchmark.v1,kilo-7.1.16-hi,kilo,7.1.16,1,3,subagent_3,text_mention,False,tools.5.function.parameters.properties.task_id.description,187,40,This should only be set if you mean to resume a previous task (you can pass a prior task_id and the task will continue t
hibench.benchmark.v1,kilo-7.1.16-hi,kilo,7.1.16,1,4,subagent_4,text_mention,False,tools.5.function.parameters.required.2,13,3,subagent_type
hibench.benchmark.v1,kilo-7.1.17-hi,kilo,7.1.17,1,1,general,declaration,True,tools.5.function.description.subagent.0,160,28,- general: General-purpose agent for researching complex questions and executing multi-step tasks. Use this agent to exe
hibench.benchmark.v1,kilo-7.1.17-hi,kilo,7.1.17,1,2,explore,declaration,True,tools.5.function.description.subagent.1,495,101,- explore: Fast agent specialized for exploring codebases. Use this when you need to quickly find files by patterns (eg.
hibench.benchmark.v1,kilo-7.1.17-hi,kilo,7.1.17,1,3,subagent_3,text_mention,False,tools.5.function.parameters.properties.task_id.description,187,40,This should only be set if you mean to resume a previous task (you can pass a prior task_id and the task will continue t
hibench.benchmark.v1,kilo-7.1.17-hi,kilo,7.1.17,1,4,subagent_4,text_mention,False,tools.5.function.parameters.required.2,13,3,subagent_type
hibench.benchmark.v1,kilo-7.1.18-hi,kilo,7.1.18,1,1,general,declaration,True,tools.5.function.description.subagent.0,160,28,- general: General-purpose agent for researching complex questions and executing multi-step tasks. Use this agent to exe
hibench.benchmark.v1,kilo-7.1.18-hi,kilo,7.1.18,1,2,explore,declaration,True,tools.5.function.description.subagent.1,495,101,- explore: Fast agent specialized for exploring codebases. Use this when you need to quickly find files by patterns (eg.
hibench.benchmark.v1,kilo-7.1.18-hi,kilo,7.1.18,1,3,subagent_3,text_mention,False,tools.5.function.parameters.properties.task_id.description,187,40,This should only be set if you mean to resume a previous task (you can pass a prior task_id and the task will continue t
hibench.benchmark.v1,kilo-7.1.18-hi,kilo,7.1.18,1,4,subagent_4,text_mention,False,tools.5.function.parameters.required.2,13,3,subagent_type
hibench.benchmark.v1,kilo-7.1.19-hi,kilo,7.1.19,1,1,general,declaration,True,tools.5.function.description.subagent.0,160,28,- general: General-purpose agent for researching complex questions and executing multi-step tasks. Use this agent to exe
hibench.benchmark.v1,kilo-7.1.19-hi,kilo,7.1.19,1,2,explore,declaration,True,tools.5.function.description.subagent.1,495,101,- explore: Fast agent specialized for exploring codebases. Use this when you need to quickly find files by patterns (eg.
hibench.benchmark.v1,kilo-7.1.19-hi,kilo,7.1.19,1,3,subagent_3,text_mention,False,tools.5.function.parameters.properties.task_id.description,187,40,This should only be set if you mean to resume a previous task (you can pass a prior task_id and the task will continue t
hibench.benchmark.v1,kilo-7.1.19-hi,kilo,7.1.19,1,4,subagent_4,text_mention,False,tools.5.function.parameters.required.2,13,3,subagent_type
hibench.benchmark.v1,kilo-7.1.2-hi,kilo,7.1.2,1,1,general,declaration,True,tools.5.function.description.subagent.0,160,28,- general: General-purpose agent for researching complex questions and executing multi-step tasks. Use this agent to exe
hibench.benchmark.v1,kilo-7.1.2-hi,kilo,7.1.2,1,2,explore,declaration,True,tools.5.function.description.subagent.1,495,101,- explore: Fast agent specialized for exploring codebases. Use this when you need to quickly find files by patterns (eg.
hibench.benchmark.v1,kilo-7.1.2-hi,kilo,7.1.2,1,3,subagent_3,text_mention,False,tools.5.function.parameters.properties.task_id.description,187,40,This should only be set if you mean to resume a previous task (you can pass a prior task_id and the task will continue t
hibench.benchmark.v1,kilo-7.1.2-hi,kilo,7.1.2,1,4,subagent_4,text_mention,False,tools.5.function.parameters.required.2,13,3,subagent_type
hibench.benchmark.v1,kilo-7.1.20-hi,kilo,7.1.20,1,1,general,declaration,True,tools.5.function.description.subagent.0,160,28,- general: General-purpose agent for researching complex questions and executing multi-step tasks. Use this agent to exe
hibench.benchmark.v1,kilo-7.1.20-hi,kilo,7.1.20,1,2,explore,declaration,True,tools.5.function.description.subagent.1,495,101,- explore: Fast agent specialized for exploring codebases. Use this when you need to quickly find files by patterns (eg.
hibench.benchmark.v1,kilo-7.1.20-hi,kilo,7.1.20,1,3,subagent_3,text_mention,False,tools.5.function.parameters.properties.task_id.description,187,40,This should only be set if you mean to resume a previous task (you can pass a prior task_id and the task will continue t
hibench.benchmark.v1,kilo-7.1.20-hi,kilo,7.1.20,1,4,subagent_4,text_mention,False,tools.5.function.parameters.required.2,13,3,subagent_type
hibench.benchmark.v1,kilo-7.1.21-hi,kilo,7.1.21,1,1,general,declaration,True,tools.5.function.description.subagent.0,160,28,- general: General-purpose agent for researching complex questions and executing multi-step tasks. Use this agent to exe
hibench.benchmark.v1,kilo-7.1.21-hi,kilo,7.1.21,1,2,explore,declaration,True,tools.5.function.description.subagent.1,495,101,- explore: Fast agent specialized for exploring codebases. Use this when you need to quickly find files by patterns (eg.
hibench.benchmark.v1,kilo-7.1.21-hi,kilo,7.1.21,1,3,subagent_3,text_mention,False,tools.5.function.parameters.properties.task_id.description,187,40,This should only be set if you mean to resume a previous task (you can pass a prior task_id and the task will continue t
hibench.benchmark.v1,kilo-7.1.21-hi,kilo,7.1.21,1,4,subagent_4,text_mention,False,tools.5.function.parameters.required.2,13,3,subagent_type
hibench.benchmark.v1,kilo-7.1.22-hi,kilo,7.1.22,1,1,general,declaration,True,tools.5.function.description.subagent.0,160,28,- general: General-purpose agent for researching complex questions and executing multi-step tasks. Use this agent to exe
hibench.benchmark.v1,kilo-7.1.22-hi,kilo,7.1.22,1,2,explore,declaration,True,tools.5.function.description.subagent.1,495,101,- explore: Fast agent specialized for exploring codebases. Use this when you need to quickly find files by patterns (eg.
